Nom,Insee,cp,arr,Canton,epci,pop,lat,long,alti,surf
Loctudy,29135,29750,4,Pont-l'Abbé,CC du Pays Bigouden Sud,4043,47.82972,-4.17111,8,13.36
Locunolé,29136,29310,4,Quimperlé,CA Quimperlé Communauté,1166,47.93667,-3.47694,102,16.89
Logonna-Daoulas,29137,29460,1,Pont-de-Buis-lès-Quimerch,CA du Pays de Landerneau-Daoulas,2127,48.32028,-4.29694,46,12.54
Lopérec,29139,29590,2,Carhaix-Plouguer,CC Monts d'Arrée Communauté,832,48.27667,-4.04722,40,40.05
Loperhet,29140,29470,1,Pont-de-Buis-lès-Quimerch,CA du Pays de Landerneau-Daoulas,3952,48.37333,-4.30444,62,20.63
Loqueffret,29141,29530,2,Carhaix-Plouguer,CC Monts d'Arrée Communauté,338,48.32083,-3.85806,210,27.76
Lothey,29142,29190,2,Briec,CC Pleyben-Châteaulin-Porzay,444,48.18056,-4.025,80,13.49
Mahalon,29143,29790,4,Douarnenez,CC Cap Sizun - Pointe du Raz,1010,48.03444,-4.43389,53,21.29
la Martyre,29144,29800,1,Pont-de-Buis-lès-Quimerch,CA du Pays de Landerneau-Daoulas,756,48.44889,-4.16028,185,18.36
Melgven,29146,29140,4,Concarneau,CA Concarneau Cornouaille Agglomération,3388,47.90667,-3.83417,92,51.29
Mellac,29147,29300,4,Quimperlé,CA Quimperlé Communauté,3371,47.90389,-3.57556,94,26.52
Mespaul,29148,29420,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,935,48.61833,-4.02222,70,11.6
Milizac-Guipronvel,29076,29290,1,Saint-Renan,CC du Pays d'Iroise,4733,48.49139,-4.57444,65,8.46
Moëlan-sur-Mer,29150,29350,4,Moëlan-sur-Mer,CA Quimperlé Communauté,6763,47.81417,-3.62889,53,47.43
Morlaix,29151,29600,3,Morlaix,CA Morlaix Communauté,15220,48.58083,-3.83,80,24.95
Motreff,29152,29270,2,Carhaix-Plouguer,CC Poher Communauté,679,48.2,-3.55389,220,21.42
Névez,29153,29920,4,Moëlan-sur-Mer,CA Concarneau Cornouaille Agglomération,2721,47.81861,-3.79083,39,25.62
Ouessant,29155,29242,1,Saint-Renan,,854,48.45861,-5.09389,20,0.0
Pencran,29156,29800,1,Landerneau,CA du Pays de Landerneau-Daoulas,2229,48.4375,-4.23361,160,8.97
Penmarch,29158,29760,4,Pont-l'Abbé,CC du Pays Bigouden Sud,5320,47.81083,-4.33583,6,16.46
Peumérit,29159,29710,4,Plonéour-Lanvern,CC du Haut Pays Bigouden,903,47.93917,-4.30806,80,19.7
Plabennec,29160,29860,1,Plabennec,CC du Pays des Abers,8633,48.50333,-4.425,87,50.6
Pleuven,29161,29170,4,Fouesnant,CC du Pays Fouesnantais,3298,47.90805,-4.04,60,13.75
Pleyben,29162,29190,2,Briec,CC Pleyben-Châteaulin-Porzay,3649,48.22389,-3.9675,100,75.96
Pleyber-Christ,29163,29410,3,Morlaix,CA Morlaix Communauté,3175,48.50555,-3.87472,130,45.83
Plobannalec-Lesconil,29165,29740,4,Pont-l'Abbé,CC du Pays Bigouden Sud,3694,47.82222,-4.22944,14,18.2
Ploéven,29166,29550,2,Crozon,CC Pleyben-Châteaulin-Porzay,534,48.15805,-4.23222,60,13.06
Plogastel-Saint-Germain,29167,29710,4,Plonéour-Lanvern,CC du Haut Pays Bigouden,2016,47.98278,-4.26861,100,31.59
Plogoff,29168,29770,4,Douarnenez,CC Cap Sizun - Pointe du Raz,1166,48.03667,-4.66472,62,12.0
Plogonnec,29169,29180,4,Quimper-1,CA Quimper Bretagne Occidentale,3223,48.0775,-4.19,129,53.78
Plomelin,29170,29700,4,Quimper-1,CA Quimper Bretagne Occidentale,4216,47.93472,-4.15306,60,26.32
Plomeur,29171,29120,4,Plonéour-Lanvern,CC du Pays Bigouden Sud,3877,47.84028,-4.28417,34,29.79
Plomodiern,29172,29550,2,Crozon,CC Pleyben-Châteaulin-Porzay,2254,48.18083,-4.23,101,46.82
Plonéis,29173,29710,4,Quimper-1,CA Quimper Bretagne Occidentale,2405,48.01667,-4.20722,135,22.04
Plonéour-Lanvern,29174,29720,4,Plonéour-Lanvern,CC du Haut Pays Bigouden,6403,47.90167,-4.28167,70,48.94
Plonévez-du-Faou,29175,29530,2,Carhaix-Plouguer,CC de Haute Cornouaille,2174,48.2525,-3.82389,151,80.92
Plonévez-Porzay,29176,29550,2,Crozon,CC Pleyben-Châteaulin-Porzay,1783,48.12417,-4.21667,80,29.23
Plouarzel,29177,29810,1,Saint-Renan,CC du Pays d'Iroise,3987,48.43306,-4.73,76,42.72
Ploudalmézeau,29178,29830,1,Plabennec,CC du Pays d'Iroise,6440,48.54111,-4.65861,55,23.99
Ploudaniel,29179,29260,1,Lesneven,CC Communauté Lesneven Côte des Légendes,3738,48.53667,-4.31,80,45.71
Ploudiry,29180,29800,1,Pont-de-Buis-lès-Quimerch,CA du Pays de Landerneau-Daoulas,879,48.45333,-4.14028,189,27.82
Plouédern,29181,29800,1,Landerneau,CA du Pays de Landerneau-Daoulas,3062,48.48472,-4.245,100,19.62
Plouégat-Guérand,29182,29620,3,Plouigneau,CA Morlaix Communauté,1058,48.61972,-3.67278,80,17.46
Plouégat-Moysan,29183,29650,3,Plouigneau,CA Morlaix Communauté,720,48.57195,-3.60944,170,15.02
Plouénan,29184,29420,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,2588,48.62778,-3.98806,60,30.75
Plouescat,29185,29430,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,3549,48.65667,-4.17167,23,14.98
Plouezoc'h,29186,29252,3,Plouigneau,CA Morlaix Communauté,1640,48.64,-3.82111,80,15.89
Plougar,29187,29440,3,Landivisiau,CC du Pays de Landivisiau,790,48.56167,-4.13917,90,17.6
Plougasnou,29188,29630,3,Plouigneau,CA Morlaix Communauté,3035,48.69528,-3.79194,80,34.44
Plougastel-Daoulas,29189,29470,1,Guipavas,Brest Métropole,13431,48.37389,-4.36778,110,47.29
Plougonvelin,29190,29217,1,Saint-Renan,CC du Pays d'Iroise,4520,48.34,-4.71722,50,19.0
Plougonven,29191,29640,3,Plouigneau,CA Morlaix Communauté,3398,48.52278,-3.70972,172,70.0
Plougoulm,29192,29250,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,1761,48.66444,-4.04278,51,18.5
Plougourvest,29193,29400,3,Landivisiau,CC du Pays de Landivisiau,1486,48.55278,-4.08444,107,14.2
Plouguerneau,29195,29880,1,Lesneven,CC du Pays des Abers,6719,48.60833,-4.505,52,43.59
Plouguin,29196,29830,1,Plabennec,CC du Pays des Abers,2236,48.52417,-4.5975,57,30.4
Plouhinec,29197,29780,4,Douarnenez,CC Cap Sizun - Pointe du Raz,3923,48.01472,-4.48333,96,27.81
Plouider,29198,29260,1,Lesneven,CC Communauté Lesneven Côte des Légendes,1801,48.60944,-4.29806,60,23.52
Plouigneau,29199,29610,3,Plouigneau,CA Morlaix Communauté,5039,48.56917,-3.7,159,64.11
Ploumoguer,29201,29810,1,Saint-Renan,CC du Pays d'Iroise,2097,48.40139,-4.72111,85,38.91
Plounéour-Brignogan-Plages,29021,29890,1,Lesneven,CC Communauté Lesneven Côte des Légendes,1955,48.66361,-4.32583,10,3.77
Plounéour-Ménez,29202,29410,3,Morlaix,CA Morlaix Communauté,1298,48.43889,-3.89028,230,51.88
Plounéventer,29204,29400,3,Landivisiau,CC du Pays de Landivisiau,2212,48.51278,-4.21111,105,27.43
Plounévez-Lochrist,29206,29430,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,2285,48.61778,-4.21028,69,39.7
Plounévézel,29205,29270,2,Carhaix-Plouguer,CC Poher Communauté,1153,48.29472,-3.59417,120,24.39
Plourin,29208,29830,1,Saint-Renan,CC du Pays d'Iroise,1263,48.50945,-4.6875,60,25.67
Plourin-lès-Morlaix,29207,29600,3,Plouigneau,CA Morlaix Communauté,4529,48.53722,-3.78889,100,42.42
Plouvien,29209,29860,1,Plabennec,CC du Pays des Abers,3930,48.53028,-4.45111,70,34.31
Plouvorn,29210,29420,3,Landivisiau,CC du Pays de Landivisiau,2932,48.57806,-4.03694,100,35.41
Plouyé,29211,29690,2,Carhaix-Plouguer,CC Monts d'Arrée Communauté,669,48.315,-3.73639,150,37.68
Plouzané,29212,29280,1,Brest-3,Brest Métropole,13437,48.38167,-4.61972,64,33.13
Plouzévédé,29213,29440,3,Landivisiau,CC du Pays de Landivisiau,1856,48.59528,-4.11,73,18.24
Plovan,29214,29720,4,Plonéour-Lanvern,CC du Haut Pays Bigouden,682,47.91611,-4.36056,20,15.8
Plozévet,29215,29710,4,Plonéour-Lanvern,CC du Haut Pays Bigouden,2963,47.98583,-4.42306,72,27.54
Pluguffan,29216,29700,4,Quimper-1,CA Quimper Bretagne Occidentale,4229,47.97944,-4.17694,94,32.25
Pont-Aven,29217,29930,4,Moëlan-sur-Mer,CA Concarneau Cornouaille Agglomération,2796,47.85361,-3.74444,22,28.61
Pont-Croix,29218,29790,4,Douarnenez,CC Cap Sizun - Pointe du Raz,1635,48.04056,-4.48722,20,8.0
Pont-de-Buis-lès-Quimerch,29302,29590,2,Pont-de-Buis-lès-Quimerch,CC Presqu'île de Crozon-Aulne maritime,3571,48.28389,-4.10528,44,40.84
Pont-l'Abbé,29220,29120,4,Pont-l'Abbé,CC du Pays Bigouden Sud,8403,47.8625,-4.21944,10,18.27
Porspoder,29221,29840,1,Saint-Renan,CC du Pays d'Iroise,1761,48.51028,-4.76278,20,11.55
Port-Launay,29222,29150,2,Crozon,CC Pleyben-Châteaulin-Porzay,396,48.21528,-4.07028,30,1.91
Pouldergat,29224,29100,4,Douarnenez,CC Douarnenez Communauté,1213,48.04333,-4.32556,70,24.42
Pouldreuzic,29225,29710,4,Plonéour-Lanvern,CC du Haut Pays Bigouden,2128,47.95417,-4.35861,55,16.83
Poullan-sur-Mer,29226,29100,4,Douarnenez,CC Douarnenez Communauté,1460,48.08,-4.41278,80,30.5
Poullaouen,29227,29246,2,Carhaix-Plouguer,CC Poher Communauté,1466,48.33917,-3.63917,140,72.16
Primelin,29228,29770,4,Douarnenez,CC Cap Sizun - Pointe du Raz,641,48.02389,-4.60944,40,8.7
Quéménéven,29229,29180,4,Crozon,CA Quimper Bretagne Occidentale,1116,48.11278,-4.12111,106,27.95
Querrien,29230,29310,4,Quimperlé,CA Quimperlé Communauté,1654,47.96028,-3.53444,156,54.34
Quimper [3],29232,29000,4,Quimper,CA Quimper Bretagne Occidentale,64530,47.995,-4.10917,30,84.46
Quimperlé,29233,29300,4,Quimperlé,CA Quimperlé Communauté,12444,47.87222,-3.5475,43,30.64
Rédené,29234,29300,4,Quimperlé,CA Quimperlé Communauté,2999,47.86028,-3.45944,60,24.66
le Relecq-Kerhuon,29235,29480,1,Guipavas,Brest Métropole,11837,48.405,-4.38667,41,6.5
Riec-sur-Belon,29236,29340,4,Moëlan-sur-Mer,CA Quimperlé Communauté,4374,47.84333,-3.69278,60,54.48
la Roche-Maurice,29237,29800,1,Landerneau,CA du Pays de Landerneau-Daoulas,1865,48.47194,-4.20111,60,11.96
Roscanvel,29238,29570,2,Crozon,CC Presqu'île de Crozon-Aulne maritime,825,48.315,-4.54583,20,9.38
Roscoff,29239,29680,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,3318,48.72445,-3.98417,10,6.56
Rosnoën,29240,29590,2,Pont-de-Buis-lès-Quimerch,CC Presqu'île de Crozon-Aulne maritime,993,48.26472,-4.19417,140,33.79
Rosporden,29241,29140,4,Concarneau,CA Concarneau Cornouaille Agglomération,7580,47.95806,-3.83167,120,57.5
Saint-Coulitz,29243,29150,2,Crozon,CC Pleyben-Châteaulin-Porzay,471,48.18917,-4.06,60,11.07
Saint-Derrien,29244,29440,3,Landivisiau,CC du Pays de Landivisiau,846,48.54667,-4.17972,80,12.32
Saint-Divy,29245,29800,1,Landerneau,CA du Pays de Landerneau-Daoulas,1602,48.45194,-4.33389,110,8.54
Saint-Eloy,29246,29460,1,Pont-de-Buis-lès-Quimerch,CA du Pays de Landerneau-Daoulas,221,48.35944,-4.12222,155,12.55
Saint-Évarzec,29247,29170,4,Fouesnant,CC du Pays Fouesnantais,3491,47.93583,-4.01917,60,24.72
Saint-Frégant,29248,29260,1,Lesneven,CC Communauté Lesneven Côte des Légendes,870,48.60306,-4.36583,40,8.45
Saint-Goazec,29249,29520,2,Briec,CC de Haute Cornouaille,730,48.16278,-3.78306,116,33.42
Saint-Hernin,29250,29270,2,Carhaix-Plouguer,CC Poher Communauté,735,48.2175,-3.63361,120,29.38
Saint-Jean-du-Doigt,29251,29630,3,Plouigneau,CA Morlaix Communauté,683,48.69361,-3.77167,22,20.02
Saint-Jean-Trolimon,29252,29120,4,Plonéour-Lanvern,CC du Pays Bigouden Sud,973,47.86472,-4.28,22,14.46
Saint-Martin-des-Champs,29254,29600,3,Morlaix,CA Morlaix Communauté,4792,48.5775,-3.84139,80,15.75
Saint-Méen,29255,29260,1,Lesneven,CC Communauté Lesneven Côte des Légendes,941,48.55861,-4.26139,60,12.02
Saint-Nic,29256,29550,2,Crozon,CC Pleyben-Châteaulin-Porzay,756,48.20139,-4.2825,60,18.01
Saint-Pabu,29257,29830,1,Plabennec,CC du Pays des Abers,2078,48.56306,-4.59528,20,9.85
Saint-Pol-de-Léon,29259,29250,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,6841,48.68472,-3.98778,40,23.74
Saint-Renan,29260,29290,1,Saint-Renan,CC du Pays d'Iroise,8454,48.43083,-4.62306,60,13.05
Saint-Rivoal,29261,29190,2,Carhaix-Plouguer,CC Monts d'Arrée Communauté,220,48.34833,-3.9975,177,19.09
Saint-Sauveur,29262,29400,3,Landivisiau,CC du Pays de Landivisiau,827,48.44667,-4.00583,180,13.31
Saint-Ségal,29263,29590,2,Pont-de-Buis-lès-Quimerch,CC Pleyben-Châteaulin-Porzay,1183,48.23889,-4.06222,90,16.28
Saint-Servais,29264,29400,3,Landivisiau,CC du Pays de Landivisiau,789,48.51111,-4.15361,89,10.44
Saint-Thégonnec-Loc-Éguiner,29266,29410,3,Morlaix,CA Morlaix Communauté,3118,48.52139,-3.94417,83,41.85
Saint-Thois,29267,29520,2,Briec,CC de Haute Cornouaille,709,48.16472,-3.88333,80,17.88
Saint-Thonan,29268,29800,1,Landerneau,CA du Pays de Landerneau-Daoulas,1943,48.48,-4.33417,80,11.47
Saint-Thurien,29269,29380,4,Quimperlé,CA Quimperlé Communauté,1005,47.95861,-3.62306,129,21.4
Saint-Urbain,29270,29800,1,Pont-de-Buis-lès-Quimerch,CA du Pays de Landerneau-Daoulas,1669,48.39778,-4.22833,110,15.23
Saint-Vougay,29271,29440,3,Landivisiau,CC du Pays de Landivisiau,879,48.59333,-4.1375,86,14.81
Saint-Yvi,29272,29140,4,Concarneau,CA Concarneau Cornouaille Agglomération,3418,47.96695,-3.93139,100,27.52
Sainte-Sève,29265,29600,3,Morlaix,CA Morlaix Communauté,1060,48.55889,-3.87444,90,9.93
Santec,29273,29250,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,2435,48.70278,-4.02417,10,8.21
Scaër,29274,29390,4,Moëlan-sur-Mer,CA Quimperlé Communauté,5197,48.0275,-3.70222,182,117.99
Scrignac,29275,29640,2,Carhaix-Plouguer,CC Monts d'Arrée Communauté,781,48.43278,-3.6775,230,70.63
Sibiril,29276,29250,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,1154,48.66389,-4.06194,52,11.54
Sizun,29277,29450,3,Landivisiau,CC du Pays de Landivisiau,2334,48.40445,-4.07722,105,59.07
Spézet,29278,29540,2,Carhaix-Plouguer,CC de Haute Cornouaille,1743,48.1925,-3.71444,110,61.45
Taulé,29279,29670,3,Morlaix,CA Morlaix Communauté,2883,48.60472,-3.89944,80,29.58
Telgruc-sur-Mer,29280,29560,2,Crozon,CC Presqu'île de Crozon-Aulne maritime,2145,48.23111,-4.35667,90,28.44
Tourch,29281,29140,4,Concarneau,CA Concarneau Cornouaille Agglomération,1004,48.02306,-3.82556,170,19.86
Trébabu,29282,29217,1,Saint-Renan,CC du Pays d'Iroise,365,48.3725,-4.73667,38,4.41
Treffiagat,29284,29730,4,Pont-l'Abbé,CC du Pays Bigouden Sud,2438,47.81,-4.26389,17,8.21
Tréflaouénan,29285,29440,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,523,48.6275,-4.09583,50,8.19
Tréflévénez,29286,29800,1,Pont-de-Buis-lès-Quimerch,CA du Pays de Landerneau-Daoulas,247,48.41472,-4.16806,150,9.76
Tréflez,29287,29430,3,Saint-Pol-de-Léon,CC Haut-Léon Communauté,984,48.62389,-4.25861,40,16.05
Trégarantec,29288,29260,1,Lesneven,CC Communauté Lesneven Côte des Légendes,628,48.55222,-4.29222,80,5.09
Trégarvan,29289,29560,2,Crozon,CC Pleyben-Châteaulin-Porzay,127,48.2525,-4.22306,27,9.63
Tréglonou,29290,29870,1,Plabennec,CC du Pays des Abers,689,48.55083,-4.53694,40,5.86
Trégourez,29291,29970,2,Briec,CC de Haute Cornouaille,952,48.105,-3.86139,130,17.49
Tréguennec,29292,29720,4,Plonéour-Lanvern,CC du Pays Bigouden Sud,312,47.89,-4.33111,39,9.0
Trégunc,29293,29910,4,Moëlan-sur-Mer,CA Concarneau Cornouaille Agglomération,7094,47.85528,-3.84972,30,50.77
le Tréhou,29294,29450,1,Pont-de-Buis-lès-Quimerch,CA du Pays de Landerneau-Daoulas,636,48.39361,-4.13056,87,23.23
Trémaouézan,29295,29800,1,Landerneau,CA du Pays de Landerneau-Daoulas,492,48.50361,-4.25139,90,8.49
Tréméoc,29296,29120,4,Plonéour-Lanvern,CC du Pays Bigouden Sud,1506,47.90556,-4.21139,50,11.63
Tréméven,29297,29300,4,Quimperlé,CA Quimperlé Communauté,2378,47.89833,-3.53111,90,15.45
Tréogat,29298,29720,4,Plonéour-Lanvern,CC du Haut Pays Bigouden,579,47.91945,-4.32028,30,9.06
Tréouergat,29299,29290,1,Saint-Renan,CC du Pays d'Iroise,325,48.49611,-4.60028,35,6.17
le Trévoux,29300,29380,4,Moëlan-sur-Mer,CA Quimperlé Communauté,1611,47.89444,-3.63889,80,20.87
Trézilidé,29301,29440,3,Landivisiau,CC du Pays de Landivisiau,403,48.60806,-4.08611,80,4.6
Acigné,35001,35690,3,Liffré,Rennes Métropole,6911,48.1325,-1.53694,40,30.16
Amanlis,35002,35150,1,Janzé,Roche aux Fées Communauté,1765,48.00555,-1.47583,40,25.61
Andouillé-Neuville,35003,35250,3,Val-Couesnon,CC Val d'Ille-Aubigné,1006,48.29306,-1.59139,80,12.7
Arbrissel,35005,35130,1,La Guerche-de-Bretagne,Roche aux Fées Communauté,270,47.92833,-1.30306,70,4.6
Argentré-du-Plessis,35006,35370,1,La Guerche-de-Bretagne,CA Vitré Communauté,4591,48.05667,-1.14944,80,41.2
Aubigné,35007,35250,3,Val-Couesnon,CC Val d'Ille-Aubigné,465,48.29361,-1.63361,87,2.22
Availles-sur-Seiche,35008,35130,1,La Guerche-de-Bretagne,CA Vitré Communauté,647,47.96111,-1.19611,60,11.07
Baguer-Morvan,35009,35120,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1697,48.52333,-1.77528,31,24.4
Baguer-Pican,35010,35120,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1764,48.55417,-1.69778,35,16.13
Bain-de-Bretagne,35012,35470,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,7704,47.84139,-1.68167,100,66.04
Bains-sur-Oust,35013,35600,2,Redon,CA Redon Agglomération,3521,47.70555,-2.06972,60,45.16
Bais,35014,35680,1,La Guerche-de-Bretagne,CA Vitré Communauté,2511,48.00917,-1.28889,74,35.21
Balazé,35015,35500,1,Vitré,CA Vitré Communauté,2181,48.16861,-1.19,90,36.47
Baulon,35016,35580,2,Guichen,CC Vallons de Haute-Bretagne Communauté,2208,47.98583,-1.9325,100,25.22
la Baussaine,35017,35190,4,Combourg,CC Bretagne Romantique,675,48.31361,-1.89667,75,9.78
la Bazouge-du-Désert,35018,35420,1,Fougères-2,CA Fougères Agglomération,1080,48.44528,-1.105,175,25.16
Bazouges-la-Pérouse,35019,35560,1,Val-Couesnon,CC Couesnon Marches de Bretagne,1865,48.42722,-1.57389,90,57.92
Beaucé,35021,35133,1,Fougères-2,CA Fougères Agglomération,1289,48.33805,-1.155,90,8.43
Bécherel,35022,35190,3,Montauban-de-Bretagne,Rennes Métropole,685,48.29528,-1.94417,160,0.55
Bédée,35023,35137,3,Montfort-sur-Meu,CC Montfort Communauté,4571,48.1775,-1.94472,80,39.45
Betton,35024,35830,3,Betton,Rennes Métropole,12775,48.18195,-1.64417,50,26.78
Billé,35025,35133,1,Fougères-1,CA Fougères Agglomération,1038,48.28806,-1.24611,108,17.03
Bléruais,35026,35750,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,98,48.11222,-2.12278,88,3.36
Boisgervilly,35027,35360,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,1757,48.1675,-2.06306,90,20.08
Boistrudan,35028,35150,1,Châteaugiron,Roche aux Fées Communauté,726,47.97194,-1.40028,68,12.98
Bonnemain,35029,35270,4,Combourg,CC Bretagne Romantique,1533,48.4675,-1.76639,71,24.11
la Bosse-de-Bretagne,35030,35320,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,691,47.87028,-1.59861,50,10.59
la Bouëxière,35031,35340,3,Liffré,CC Liffré-Cormier Communauté,4602,48.18306,-1.43861,105,49.81
Bourg-des-Comptes,35033,35890,2,Guichen,CC Vallons de Haute-Bretagne Communauté,3388,47.92861,-1.73806,65,23.44
Bourgbarré,35032,35230,3,Janzé,Rennes Métropole,4692,47.99667,-1.61556,50,14.79
la Boussac,35034,35120,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1250,48.51306,-1.66056,37,21.92
Bovel,35035,35330,2,Guichen,CC Vallons de Haute-Bretagne Communauté,600,47.95,-1.97722,80,14.65
Bréal-sous-Montfort,35037,35310,3,Le Rheu,CC Brocéliande Communauté,6430,48.04806,-1.86667,50,33.94
Bréal-sous-Vitré,35038,35370,1,Vitré,CA Vitré Communauté,614,48.10389,-1.06056,120,5.76
Brécé,35039,35530,3,Liffré,Rennes Métropole,2185,48.10833,-1.48,50,7.26
Breteil,35040,35160,3,Montfort-sur-Meu,CC Montfort Communauté,3678,48.14528,-1.89778,56,14.92
Brie,35041,35150,1,Janzé,Roche aux Fées Communauté,1014,47.95056,-1.53778,70,13.72
Brielles,35042,35370,1,La Guerche-de-Bretagne,CA Vitré Communauté,679,48.00945,-1.08861,85,11.64
Broualan,35044,35120,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,411,48.47528,-1.64889,113,12.9
Bruc-sur-Aff,35045,35550,2,Redon,CA Redon Agglomération,856,47.81445,-2.01861,50,21.16
les Brulais,35046,35330,2,Guichen,CC Vallons de Haute-Bretagne Communauté,541,47.88917,-2.04111,89,12.09
Bruz,35047,35170,3,Bruz,Rennes Métropole,19667,48.02361,-1.74611,41,29.81
Cancale,35049,35260,4,Saint-Malo-1,CA du Pays de Saint Malo Agglomération,5554,48.67639,-1.84889,29,12.68
Cardroc,35050,35190,4,Combourg,CC Bretagne Romantique,598,48.285,-1.88806,130,7.35
Cesson-Sévigné,35051,35510,3,Betton,Rennes Métropole,18076,48.11778,-1.605,40,32.18
Champeaux,35052,35500,1,Vitré,CA Vitré Communauté,504,48.1475,-1.31056,90,10.37
Chanteloup,35054,35150,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,1881,47.96695,-1.61333,82,17.99
Chantepie,35055,35135,3,Rennes-3,Rennes Métropole,10378,48.08667,-1.61611,50,12.0
la Chapelle-aux-Filtzméens,35056,35190,4,Combourg,CC Bretagne Romantique,825,48.38445,-1.82389,35,6.43
la Chapelle-Bouëxic,35057,35330,2,Guichen,CC Vallons de Haute-Bretagne Communauté,1527,47.92861,-1.94111,70,20.81
la Chapelle-Chaussée,35058,35630,3,Montauban-de-Bretagne,Rennes Métropole,1299,48.27111,-1.85361,120,14.83
la Chapelle-de-Brain,35064,35660,2,Redon,CA Redon Agglomération,1107,47.69861,-1.93194,58,17.84
la Chapelle-des-Fougeretz,35059,35520,3,Betton,Rennes Métropole,4603,48.17556,-1.73139,83,8.67
La Chapelle-du-Lou-du-Lac,35060,35360,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,1037,48.21278,-1.99139,90,7.28
la Chapelle-Erbrée,35061,35500,1,Vitré,CA Vitré Communauté,723,48.14139,-1.10111,70,11.87
La Chapelle-Fleurigné,35062,35133,1,Fougères-2,CA Fougères Agglomération,2430,48.34778,-1.10056,120,27.07
la Chapelle-Saint-Aubert,35063,35140,1,Fougères-1,CA Fougères Agglomération,468,48.31389,-1.30833,100,10.01
la Chapelle-Thouarault,35065,35590,3,Le Rheu,Rennes Métropole,2266,48.12417,-1.86611,50,7.75
Chartres-de-Bretagne,35066,35131,3,Bruz,Rennes Métropole,8678,48.04194,-1.70278,35,10.05
Chasné-sur-Illet,35067,35250,3,Liffré,CC Liffré-Cormier Communauté,1702,48.24167,-1.56111,52,9.68
Châteaubourg,35068,35220,1,Châteaugiron,CA Vitré Communauté,7523,48.10833,-1.40389,51,28.92
Châteaugiron,35069,35410,3,Châteaugiron,CC Pays de Châteaugiron Communauté,10688,48.04639,-1.50194,50,8.23
Châteauneuf-d'Ille-et-Vilaine,35070,35430,4,Dol-de-Bretagne,CA du Pays de Saint Malo Agglomération,1679,48.56417,-1.92556,12,1.43
le Châtellier,35071,35133,1,Val-Couesnon,CC Couesnon Marches de Bretagne,427,48.41694,-1.25222,181,13.5
Châtillon-en-Vendelais,35072,35210,1,Vitré,CA Vitré Communauté,1738,48.225,-1.17722,139,32.21
Chauvigné,35075,35490,1,Val-Couesnon,CC Couesnon Marches de Bretagne,807,48.37639,-1.45944,82,18.02
Chavagne,35076,35310,3,Le Rheu,Rennes Métropole,4562,48.05222,-1.78833,30,12.48
Chelun,35077,35640,1,La Guerche-de-Bretagne,Roche aux Fées Communauté,354,47.85444,-1.22278,100,11.5
Cherrueix,35078,35120,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1106,48.60639,-1.71028,6,12.96
Chevaigné,35079,35250,3,Betton,Rennes Métropole,2396,48.21139,-1.6275,60,10.47
Cintré,35080,35310,3,Le Rheu,Rennes Métropole,2614,48.10528,-1.87056,40,8.46
Clayes,35081,35590,3,Melesse,Rennes Métropole,941,48.175,-1.85222,88,4.32
Coësmes,35082,35134,1,La Guerche-de-Bretagne,Roche aux Fées Communauté,1435,47.88417,-1.44028,70,23.8
Comblessac,35084,35330,2,Guichen,CC Vallons de Haute-Bretagne Communauté,677,47.875,-2.0825,52,17.38
Combourg,35085,35270,4,Combourg,CC Bretagne Romantique,6324,48.40944,-1.75028,50,64.19
Combourtillé,35086,35210,1,Fougères-1,CA Fougères Agglomération,608,48.27083,-1.24389,100,9.21
Cornillé,35087,35500,1,Vitré,CA Vitré Communauté,967,48.07972,-1.305,92,12.59
Corps-Nuds,35088,35150,3,Janzé,Rennes Métropole,3555,47.97806,-1.58639,76,22.95
la Couyère,35089,35320,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,447,47.88722,-1.50556,85,11.91
Crevin,35090,35320,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,2790,47.9375,-1.66306,100,8.47
le Crouais,35091,35290,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,591,48.20722,-2.13722,100,6.33
